,sentence,metaphor,simile,question,reference,figure_of_speech,lists,repetition,personal_statement,value_statement,explicit_goal,believe_statement,It is a rare honor in this life to follow one of your heroes,0,0.1,0.2,0.3,0.4,0.5,0.6,1,0.7,0.8,0.9,Sentence,Metaphor refers to a word or phrase used to describe an object or action that is different from its original meaning. ,Lists are composed of at least three parts and usually a maximum of five. Can be explicit (using numbers) or implicit. ,The speaker clearly expresses that he/she truly believes that the vision and goal can be achieved. ,"Most of all, we must champion the American worker and the American small business",1.1,Oh my gosh! Oh my goodness! Thank you all so much,Unnamed: 13
134,"You want us to prioritize these workers, we need you to help prioritize these folks so they can keep defending America on the front lines, but do it safely.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
135,"You know, with that, let me introduce to you a Commissioner Cook.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
136,Hes been a great friend.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
137,"Hes you know, taken over our real efforts at criminal justice reform in our corrections facilities.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
138,"And right now, like a laser beam, hes focused on public health for all of our people, including those in our correctional facilities, Roland.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,"All right, good afternoon everybody, and welcome to our first, virtual, uh, press briefing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,Im here with Paul Mounds and Roland Cook Ill introduce in a minute.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,Just to give you our briefing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3,"First of all, in terms of where we are in the numbers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
4,"Um, another 1200 people tested positive at a 3,400 tests.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
5,I think what makes that interesting or not is that really is a reflection of the number of tests weve had.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
6,"A 36% testing positive is a slightly higher, but thats a number that goes up and down, and well talk about why that may not be the best indicator of whats going on.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
7,"I think of, uh, real interest to me as I look at hospitalization.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
8,You see 79 people hospitalize.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
9,"Thats a number, again, thats going up not exponentially, but going up on a linear basis, which is, I think, good news.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10,"Um, 17 fatalities is never good news.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11,"Uh, but again, its a number thats not going up exponentially.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12,And what that means is it gives us capacity to plan.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
13,And this is following what our modeling has been.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
14,And I start with our healthcare system.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
15,"Our healthcare system is bending, but its not breaking.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
16,And thats because we did built in capacity in terms of everything were trying to do.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
17,"And that capacity, as Ive described in terms of other briefings, in terms of beds, in terms of people, in terms of icu were planning accordingly for what weve gotta do.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,And this linear allows us to plan even more.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
19,"Ill tell you that the capacity is important in terms of a lot of our other functions that were performing um, you know, as a state as well.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
20,We talked about nursing homes over the last couple days.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
21,"Obviously the infection rate in the nursing homes is, uh, is high and continues to grow.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
22,"The good news is there we have several nursing homes, a thousand beds, were getting them online, were gonna have covid only nursing homes, and that means were gonna have covid free nursing homes.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
23,And that gives us a lot more confidence that well be able to contain the virus.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
24,And a Kirkland Washington type situation is a little less likely to occure.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
25,"Obviously, other group settings include the homeless.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
26,"And again, they are folks living in close quarters where we gotta be able to quarantine out those who have tested or contact somebody who is  covid positive and get them quarantined.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
27,"And weve created about I think its 1500 beds spread across 14 hotels uh, mainly double rooms.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
28,"Again, so we can get the homeless, um, taken care of in a safe and quarantined area in a much less likely to be, um, able to disperse, um, walking around a community.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
29,"Roland Cook is our, um, great commissioner on corrections.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
30,"Um, theres been a lot of talk about corrections, and Ill ask him to speak in a few minutes, but whats important to know there is life with nursing homes and life with the homeless.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
31,"Over the last 3, 4, 5 years, we have extra capacity in our nursing homes.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
32,"Over the last couple of months, over 700 people have been released, a low violent, lowest risk, uh, folks who are incarcerated there for very minor, um, probation related issues.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
33,"And in on the other side of the equation, Roland is also looking at the oldest of our folks who are incarcerated.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
34,"Zhose who might be most likely to be at risk to a covid infection, and again, seeing where they can be treated most safely.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
35,Is there a safe place outside of the correction facility where they can be taken care of.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
36,"Or perhaps one of our negative pressure zones in the, in the correction facility itself, which is quarantine is the safest place.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
37,Thats what our real priorities are.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
38,"Um, moving to this next page, I wanna talk a little bit about, you know, the demand curve and what you see in terms of the increase in folks who are infected in our state.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
39,"And its a little tough to see, but this was in the presidents briefing over the last couple days, and I had dozens of people say, I cant read it, can you describe whats going on, especially as it impacts Connecticut.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
40,"I think one thing you should know is that when New York City sneezes Connecticut catches cold, and thats what happened in terms of the spread of the virus from New Rochelle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
41,"We talked about it the pandemic in and around a greater New York City, and youll see going up further on.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
42,"So Ill break this down county by county, but this chart gives you some very interesting things.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
43,"Youll see the rate of increase in New York City, New York state is a misnomer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
44,"Its really New York City going up, followed by New Jersey, followed by Louisiana.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
45,"I think I mentioned they have a real pandemic in their, uh, new Orleans area, followed by Massachusetts is going up.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
46,"Connecticut, uur rate of increase is not going up quite as quickly.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
47,"And there may be a variety of reasons for that, one of which is social distancing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
48,"Another which may be, we may be just a little less dense than, uh, you know, downtown New Orleans and New York City.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
49,"And, uh, that advantages our efforts at social distancing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
50,"The rest of the chart, um, you know, you can see other states you know, all the way down to Vermont and Colorado and Illinois.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
51,"Um, but I think that gives you a little bit of sense that our social distancing may be having a positive impact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
52,"Uh, next slide, please.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
53,"Just for those of you like me who maybe had a hard time reading the Anau print, weve, uh, broken this down a little bit more just in terms of five states, um, that are most impacted.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
54,"And obviously, again, you can see New York and New Jersey, you can see Connecticut versus Washington State.",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
55,"Thats interesting, where Washington State got into this lets say a couple weeks sooner than Connecticut.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
56,And it could be that they are flattening out.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
57,It could be they have really exceptional social distancing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
58,"It could be they got people into critical care, um, faster, but there they flattened out that curve in a way that Connecticut is attempting to flatten out that curve with.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
59,Its too early to say with success.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
60,But making progress.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
61,"California, you see in the bottom there, they were early on and they were early on in terms of social distancing, as was Connecticut.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
62,"And so you can see they really have flattened out that curve in a, a meaningful way.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
63,"So I think we have some information that indicates to the degree to which you think testing in infections is a good barometer, which I can counter in a second.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
64,"We are beginning to make some progress thanks to our social distancing effort, and because were able to slowly flatten that curve not going up quite as fast.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
65,"Again, it gives our hospitals and not to mention corrections and nursing, uh, a little more room to plan accordingly.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
66,"This is important because we are on with Dr. Um, Ambassador Burkes today, who youve seen on the White House briefings.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
67,"And we said its, its misleading to talk about, um, this pandemic in terms of states.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
68,"Obviously, Southern Connecticut, youre 10 times more likely to be infected than you are in, um, you know, new London counties.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
69,"So, um, you have to think about this in terms of regions and to try to reinforce our case.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
70,"Weve got this, uh, issue here for you to look at positive cases by county.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
71,"Again, you can see Fairfield is, um, leading the pack.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
72,"You can see New Haven is, uh, accelerating as well, Hartford a little bit flatter, uh, new London to Litchfield.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
73,"Obviously a lot slower in part because, uh, theyre further from what was the heart of this, um, in, uh, greater New York area.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
74,And weve had a little more time to plan and prepare there.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
75,"Again, at one point we thought that Fairfield and New Haven would be like a hockey stick.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
76,And right now thats more linear.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
77,Its going up.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
78,"Dont let anybody tell you otherwise, but because its going up on a linear basis, that gives us a little more time to plan.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
79,"This is a chart I wanna spend a minute on because its much more reflective of whats going on, and thats hospitalizations.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
80,"Uh, a lot of people take a look at the infections and youll see theyve bounced around a little bit, going up, going down.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
81,What does that mean.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
82,That often is a reflection of simply testing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
83,"Well, hospitalizations, whether weve tested only, um, 5% of the folks or 20% of the people in, um, say New Haven County, hospitalizations is a better indicator of whats going on in that greater community.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
84,Whats going on in terms of a community infection.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
85,"Hospitalizations, and sadly, fatalities are graphs that I think are maybe you know, a week to two weeks behind infections, but perhaps a better indicator of whats going on and a better indicator for us when it comes to modeling.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
86,"And yeah, I think you can see here its a little confusing the day by day change, but youll see the day by day change is not going up day by day.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
87,"The daily count line, that orange line is going up again on a linear basis.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
88,"I take this as, um, reasonable, good news.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
89,Reasonable that situation could have been a lot more severe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
90,We might not have been flattening out the curve or at least making it more linear.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
91,And this gives us a lot more room to breathe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
92,"Um, the next chart is sort of a reflection of what you had before.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
93,"Again, in Fairfield County.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
94,"You can see we had 41 additional hospitalizations, new Haven, uh, behind it, but only 12 more hospitalizations.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
95,"So while infection rate went up a lot in part reflective of testing, their, um, hospitalizations are going up modestly again, which gives us time to plan.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
96,"No new hospitalizations in New London is that one lesson, Windham, I mean, this is one of the things we are gonna be working on for you over the next couple of days.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
97,"Im telling you all the new hospitalizations, but were also gonna show you discharges so you can see what the net increase or decrease is.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
98,"Youll see in New York City over the last you know, four or five days, the rate of the net increase in hospitalizations actually went down.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
99,They building a little bit more capacity.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
100,"And I think youre gonna see a similar trend here again, which gives us hope that when it comes to ventilators, when it comes to PPE, when it comes to ICU beds, when it comes to hospital beds, we are building ourselves some room.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
101,And that is what we always tried to do when we talked about flattening the curve.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
102,"Again, the, um, Dr. Burkes analysis, when you saw everything going on with infections can be a little bit misleading.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
103,Theres the denominator and theres the enumerator.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
104,"And I think it may mean in terms of our modeling that, uh, some of our worst case scenarios, the 20% of the people, um, you know, tested end up, uh, you know, going to the hospital, hes found, found to be carrying a virus.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
105,"Well, in fact, our hospitalization rates may be a lot lower than that because the number of people hospitalize is not based upon just the number of people weve tested, but its based upon everybody thats infected out there.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
106,"So, you know, Josh and our DPH team are working carefully as we re-look at these models all the time to see how fast we get to that apex, how fast we can flatten that curve, and what the gradual down slope on this will be.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
107,"We were just on with the, um, vice presidents task force, and he gave us some sobering reminders that.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
108,"When we talk about the next day, it may not be the next day, it may be the next year, and it may mean that there are a series of rolling pandemics over a period of time.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
109,"So were thinking very carefully about, as we maybe get to the backside of, um, the increase in our infections, the increase in our hospitalizations over the next couple of months.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
110,How can we thoughtfully get people back to work without having another wave of infections.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
111,And that a lot of thats gonna be in and around more broad-based testing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
112,"You know, youll probably see from the first graph that well lot folks are saying, our testing is down, and we had 3,400 tests I showed you, you know, came in yesterday and Ive told you about seven four.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
113,Ive told you about Abbott Labs.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
114,Our testing is gonna be going up dramatically.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
115,"What testing allows us to do is to see a red, yellow, green, what it looks like in terms of, uh, infection and intensity in given areas, and where we might be able to get people back to work sooner.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
116,"Uh, I am working with a number of folks including our friend Ryan Reitz in terms of antibody testing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
117,"And antibody testing Id like to think well be able to roll out in an un too distant future, what does antibody testing mean.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
118,Thats a blood test.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
119,"And that will tell us who was built up, uh, in immunity to the Covid virus.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
120,"Who maybe was infected, didnt know they were infected.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
